"0","1468251200","Tue Apr 07 00:33:00 PDT 2009","NO_QUERY","JahshMahcaht","@Pauliwhirl OMG WHINE WHINE WHINE WHINE HOUSING LOTERY IS OVER STFU I HAD TO EXPLAIN TO QIDONG THAT HE WAS FUCKED. "
"0","1550900644","Sat Apr 18 07:35:03 PDT 2009","NO_QUERY","Aife_Earthstone","*Remembers she has contaminated well water and has to find new housing.*  A big, dark, cloud just blocked that sunshine "
"0","1559318156","Sun Apr 19 10:49:39 PDT 2009","NO_QUERY","Chris_Danger","I just found a housing for the curve on ebay for 20 bucks. Would have saved me 5 hours of painting "
"0","1564052041","Mon Apr 20 01:31:30 PDT 2009","NO_QUERY","Grantikus","@colleenobannon sorry about the whole housing situation; coming from my own experience with disappointment I know how it feels "
"0","1564488325","Mon Apr 20 03:43:48 PDT 2009","NO_QUERY","OnceInYourEyes","wishes she wasn't in school housing so she could foster/adopt needy animals. "
"0","1573648325","Tue Apr 21 02:10:22 PDT 2009","NO_QUERY","TestwayHousing","wishng I could use Tweetdeck or Twirl but sadly IT won't let me "
"0","1755121041","Sun May 10 08:18:48 PDT 2009","NO_QUERY","dreabutt","todo list this week: PACK, watch star trek, get my loser friends to hang out with me, lock in some housing in mia, lakehouse alone  LAME"
"0","1759380730","Sun May 10 19:05:13 PDT 2009","NO_QUERY","powderkeg","looking up info on the Fashion Institute of Design &amp; Marketing in CA. bummed though bc w/ tuition &amp; housing its nearly $30K "
"0","1794065168","Thu May 14 04:51:26 PDT 2009","NO_QUERY","sandieb321","@whitsundays just looked at the housing site and just one place which is a first floor flat is anything ever going to come up "
"0","1836456224","Mon May 18 08:01:50 PDT 2009","NO_QUERY","softcell623","just saw a housing app for someone born in 1992... yes, they are in college now.... we may all commence with feeling old now. "
"0","1936083123","Wed May 27 07:25:29 PDT 2009","NO_QUERY","robwagoner","More housing news.    http://bit.ly/hNb4h"
"0","1956611522","Thu May 28 22:15:52 PDT 2009","NO_QUERY","k_wong","mesa court or middle earth? yep that's right, housing FINALLY came out today! and now im stuck with 2 essays "
"0","1971725632","Sat May 30 07:45:36 PDT 2009","NO_QUERY","cheryl3539","@HousingBubble Just what we need right now.  "
"0","1972589087","Sat May 30 09:30:34 PDT 2009","NO_QUERY","seanzageek","@JackPierce they knocked down my old school years ago  housing development FTL!"
"0","1977126341","Sat May 30 20:09:53 PDT 2009","NO_QUERY","uniqueid","... if I liked it.  Either way, more open housing maï¿½ana."
"0","1977838510","Sat May 30 21:49:32 PDT 2009","NO_QUERY","Hadleee","@janeypyle how do we check the housing website? I'm sooo technologically challenged "
"0","1979293710","Sun May 31 02:25:49 PDT 2009","NO_QUERY","GRIMACHU","Shame to see the old forge in the village finally coming down to be replaced by housing. I covet the old metal sign now. "
"0","1979378195","Sun May 31 02:47:16 PDT 2009","NO_QUERY","Rhun","@GoldCoastGirl High five for THAT!  Hope the housing search improves. It's brutal out there atm. "
"0","1980770564","Sun May 31 07:37:50 PDT 2009","NO_QUERY","kenniko","I guess I've peeked and fizzled... now I know what the housing market felt like   http://tr.im/mXnr"
"0","1991127813","Mon Jun 01 06:27:26 PDT 2009","NO_QUERY","clayheld","broke the spindle housing on my weedwacker "
"0","2000792421","Mon Jun 01 22:58:47 PDT 2009","NO_QUERY","ilove2blogg","Still doin work for housing in the quad  until 4am...the l. Atleast I don't have to get up until 8:30 am. Lol..."
"0","2002986648","Tue Jun 02 05:37:54 PDT 2009","NO_QUERY","Cori_the_Agent","Thanks Mr. McGuinty for your latest tax grab -- this HST is going to spell disaster for the housing market.   Good Job ..... "
"0","2004666170","Tue Jun 02 08:33:18 PDT 2009","NO_QUERY","LizzieyTish","@beckerbuns i have trillian, so good enough. If i am not on, I'm cleaning. We have to clear housing tomorrow morning.  give me your email."
"0","2015505448","Wed Jun 03 04:50:32 PDT 2009","NO_QUERY","favoritemelody","i want to go back to sleep but housing is haunting me so i'm going to call them first. i feel sick to my stomach "
"0","2047344597","Fri Jun 05 13:30:49 PDT 2009","NO_QUERY","kmlee88","@estherheartsluv yes please, but I leave tomorrow  oh yeah! What's going on with housing stuff?"
"0","2050206650","Fri Jun 05 18:15:27 PDT 2009","NO_QUERY","bachinaminuet","@gaykitten i've heard that a lot of internship sites are cutting back on housing/meals "
"0","2051188281","Fri Jun 05 21:01:13 PDT 2009","NO_QUERY","leeshmeesh","housing "
"0","2059013055","Sat Jun 06 16:04:29 PDT 2009","NO_QUERY","JckOfAll_Trades","@_ciaobella_ well 2 start off lol daytime job is werehousing  not the best job but the trade is 3 days off. I use tht 4 anythin &amp; everythg"
"0","2061113811","Sat Jun 06 20:12:18 PDT 2009","NO_QUERY","ilove2blogg","Is still @ work for housing....dying slowly. "
"0","2065756566","Sun Jun 07 09:13:44 PDT 2009","NO_QUERY","lolly810","Aww Dr.Kev didn't get in?  ...just sitting in the hostel lobby, raining again, still no housing, going for breakie now"
"0","2179936503","Mon Jun 15 09:47:14 PDT 2009","NO_QUERY","shchen","Something needs to be done to prevent foreign investments on our housing market.... less inventory in the market "
"0","2188021867","Mon Jun 15 21:10:22 PDT 2009","NO_QUERY","k_wong","it's raining on my birthday  at least i finished my housing stuff..."
"0","2189343380","Mon Jun 15 23:49:04 PDT 2009","NO_QUERY","ilove2blogg","My stomache hurts AND I'm broke AND I'm still @ work for housing AND I'M FREEZIN! "
"0","2192423946","Tue Jun 16 07:01:02 PDT 2009","NO_QUERY","ElliottRealty","seems like our outdoor-proof web cam isn't  very weather proof! Condensation &amp; water in the housing unit. "
"0","2197399461","Tue Jun 16 13:44:03 PDT 2009","NO_QUERY","FutureTrading","Rising interest rates threaten to dim prospects for a housing recovery "
"0","2199927016","Tue Jun 16 18:11:53 PDT 2009","NO_QUERY","merfeus","doesn't wanna think about the housing situation.. "
"0","2203340872","Tue Jun 16 23:31:33 PDT 2009","NO_QUERY","malkatz","@Requiem2056 we just really need to find and confirm housing for the three of us. We're all small... "
"0","2209768225","Wed Jun 17 10:46:27 PDT 2009","NO_QUERY","LunarraStar","erg, fiance got a job in netherlands but their tax is 42% (ours is 22%) &amp; housing is soo expensive, so dont know if we can take it "
"0","2218466625","Wed Jun 17 22:32:06 PDT 2009","NO_QUERY","fireflylive","apologises to her housing estate for the screechy cat at 4:08am.  Was mine "
"0","2240613731","Fri Jun 19 09:57:25 PDT 2009","NO_QUERY","tyraslilsis","@JazzoRenee ha ...im good,i need to find sum food and hit the road Jack lol,gotta send my Morgan stuff n today before I have no housing "
"0","2248574168","Fri Jun 19 20:50:28 PDT 2009","NO_QUERY","finchfrii","So my BlackBerry trackball housing popped out and broke apart. I reassembled but its barely working. This is killing me! "
"0","2259959345","Sat Jun 20 18:26:35 PDT 2009","NO_QUERY","torchio","@daveknox awesome-  corporate housing took away my modem and gave me an air card for the summer..  = no xbox live. "
"0","2287044643","Mon Jun 22 17:16:30 PDT 2009","NO_QUERY","Dyin2leaveFla","@whereslilly Been dat way 4 a while. Middle class is gone.So sad how things are and I dont c a change for many many yrs. Damn housing mkt "
"0","2297116389","Tue Jun 23 10:02:52 PDT 2009","NO_QUERY","manual_overide","A crack in my oil filter housing let all of my oil out... thus seizing the engine   They are installing another engine for $2500 YUCK!"
"0","2300887805","Tue Jun 23 14:43:20 PDT 2009","NO_QUERY","BornfreeNZ","Working on a new housing development project in South Auckland. 3D images are coming out great. Should be finished today. No animation "
"0","2302338894","Tue Jun 23 16:40:08 PDT 2009","NO_QUERY","MrCamster","just realized.... I still need housing "
"0","2326504828","Thu Jun 25 07:07:52 PDT 2009","NO_QUERY","hcmarks","@LarryTheWineGuy We're looking at North Carolina - I'd be spending 32% less on housing there.  I can't even afford a house in this state. "
"0","2328525594","Thu Jun 25 09:41:12 PDT 2009","NO_QUERY","Squeekykleeen","Doesn't like housing fees... "
"4","1469395801","Tue Apr 07 06:15:02 PDT 2009","NO_QUERY","harbek","Fixed the money-problem. Also, my cousin now lives in north-London (instead of Slough) and says housing me for a week is no problem. "
"4","1678912549","Sat May 02 08:03:17 PDT 2009","NO_QUERY","rrupsing","is giving a presentation on Accessible Technology for Seniors at the Calgary Seniors Housing Forum! "
"4","1680240308","Sat May 02 11:13:30 PDT 2009","NO_QUERY","rebekahking","Obsessing over housing. But thanking God for his provision! "
"4","1792694516","Wed May 13 23:56:20 PDT 2009","NO_QUERY","Godfatherofun","Section 8 is dead for new comers lol it politcally correct to say low income housing "
"4","1793985806","Thu May 14 04:37:15 PDT 2009","NO_QUERY","LCiranni5","Housing and interior design class "
"4","1881191026","Fri May 22 03:54:13 PDT 2009","NO_QUERY","shroomling","@allankent oh man, I'm with you on that one!  Makes me wanna do this to the server housing the software:  http://tr.im/m5qF "
"4","1882319026","Fri May 22 06:39:16 PDT 2009","NO_QUERY","tonycardon","@polarelda it's a housing conference. "
"4","1956144808","Thu May 28 21:16:27 PDT 2009","NO_QUERY","aandreamichelle","submitted my housing application! hopefully it goes through and on sept 20th, lora and i will be roomates at mesa court "
"4","1957468692","Fri May 29 00:35:49 PDT 2009","NO_QUERY","sverrejoh","@mostblind @jespern I'm still around, but looking at the housing prices I should probably go somewhere else, or get a properly paid job "
"4","1972003263","Sat May 30 08:21:24 PDT 2009","NO_QUERY","britninichele","registering for housingg "
"4","1974137231","Sat May 30 12:30:57 PDT 2009","NO_QUERY","Armano","@SunniBrown fate will decide. And the housing market. "
"4","1974642715","Sat May 30 13:33:04 PDT 2009","NO_QUERY","housinghookup","@KimKardashian wow....let's see if Apartment Seekers can get that many! Come on and Tweet with us! www.theapartmentseekers.com "
"4","1979953436","Sun May 31 05:09:10 PDT 2009","NO_QUERY","wolfcat","@middleclassgirl it is only a problem when the tartar moves out and gets better housing that you do "
"4","1981676128","Sun May 31 09:39:34 PDT 2009","NO_QUERY","lindsey_howard","open housing with spencer and brittany "
"4","1986881866","Sun May 31 19:27:19 PDT 2009","NO_QUERY","Mandichelle","@FreedomFactory although I need help...I'm not real crazy about the design of government housing as is "
"4","1989960924","Mon Jun 01 03:24:53 PDT 2009","NO_QUERY","tujamo","back from my housing survey...i think i move at june 15th "
"4","1991206979","Mon Jun 01 06:36:31 PDT 2009","NO_QUERY","jenxer","@wikipeteia heh, I said #getoffmylawn enough times that I'm now being followed by a senior housing marketing company. "
"4","1993393028","Mon Jun 01 10:18:14 PDT 2009","NO_QUERY","ahhmazing","got her fall 2009 housing assignment. i couldn't be ANY happier "
"4","2000053601","Mon Jun 01 21:19:08 PDT 2009","NO_QUERY","Jmeowerz","@JonathanRKnight: I'll help keep you busy w the sacramento  california housing market "
"4","2012956269","Tue Jun 02 21:37:11 PDT 2009","NO_QUERY","rayyychel","@smuggling its this leadership workshop thing that lasts 6 days. not too bad. and its free  plus food and housing are amazing"
"4","2043933854","Fri Jun 05 08:37:41 PDT 2009","NO_QUERY","dchousingprices","I'm now a home owner! OMG, what have I done? "
"4","2044240976","Fri Jun 05 09:04:23 PDT 2009","NO_QUERY","GoehringT","@laurenbenson Good to know!  Now if only I could get my relocating moving along maybe I could take advantage of the housing rates."
"4","2045940103","Fri Jun 05 11:27:44 PDT 2009","NO_QUERY","Christylb65","Went to early am pilates  Arizona trip postponed @claremontcat 's work stuff switched around again. Maybe Wed/Thurs? Lookin 4 housing.."
"4","2051280833","Fri Jun 05 21:28:45 PDT 2009","NO_QUERY","planetg33k","@TheEnergyMiser Oh no!  Right in our neck of the woods!  Ask about our #cohousing project.  Everyone in Berlin knows about it. "
"4","2056718067","Sat Jun 06 11:39:52 PDT 2009","NO_QUERY","embereye","OH while at Housing Works open air book market &quot;Who reads anymore?&quot; "
"4","2057993787","Sat Jun 06 14:03:29 PDT 2009","NO_QUERY","mousumimoli","Bombadil is now housing 6000 young authors worldwide  http://bit.ly/Hnc7J"
"4","2061397842","Sat Jun 06 20:47:05 PDT 2009","NO_QUERY","toobendy","i have my registration number for housing now so i can bid on 3 propertys a week  surprised it came so soon"
"4","2062548433","Sat Jun 06 23:33:23 PDT 2009","NO_QUERY","Sunshineblonde8","@kataish you are too funny! I like how the top looks crocheted up close. I hope your housing stuff and wedding planning is going better. "
"4","2064292893","Sun Jun 07 05:50:57 PDT 2009","NO_QUERY","sonnylemmons","@TheBryanRose - nice UGA Housing shirt in your tortilla pic. "
"4","2067314042","Sun Jun 07 12:07:38 PDT 2009","NO_QUERY","DrewLarison","Open housing "
"4","2175469575","Mon Jun 15 01:04:29 PDT 2009","NO_QUERY","lameallenmark","game plan for the day: ARRANGE -&gt; HOUSING PACKET -&gt; ARRANGE!!! and hopefully win an iPhone somewhere in there too  #squarespace"
"4","2181824174","Mon Jun 15 12:20:48 PDT 2009","NO_QUERY","noelleee","@jhaile Woah, I'm sorry about that! I hope you can check out the other topics--the housing one should have been the only blank one "
"4","2183551790","Mon Jun 15 14:39:44 PDT 2009","NO_QUERY","heckacoolkid","I just payed my housing deposit one more step towards college  Oh and I have and interview later : D"
"4","2183894263","Mon Jun 15 15:07:53 PDT 2009","NO_QUERY","kimgoralczyk","Ok housing not so easy... Still not done but it made the day go by faster now ready for dinner "
"4","2184739761","Mon Jun 15 16:20:58 PDT 2009","NO_QUERY","Lonsay2","Its raining.like crazy in Idaho... But on the flip side I think that I found the housing that I want to live in! "
"4","2185963930","Mon Jun 15 18:09:39 PDT 2009","NO_QUERY","Serendipit","working hard on developing a national renewal campaign for my student housing clients "
"4","2191901807","Tue Jun 16 06:10:13 PDT 2009","NO_QUERY","bgwebster","May housing starts up 17.2%, building permits up 4%, Producer Pricing Index (PPI) down .1%.  Keep it coming!  http://ow.ly/enBX"
"4","2193343109","Tue Jun 16 08:19:44 PDT 2009","NO_QUERY","jpetticrew","I have officially been granted off campus housing.  #squarespace"
